Tipo;Plan estabilidad lechero?;Fecha ingreso trámite;Fracciones Artº5;Tipo de negocio;Tipo de negocio;;Nº expediente;Estado de ocupación;Moneda;Precio total;Superficie total(ha);Superficie CONEAT 100 (ha);Mejoras que incluye;Forma de entrega;Forma y plazo pago;Multa por incumplimiento;Padrones
Por Art. 35º;NO;05/04/2022;;Enajenación forzosa;;;2022-70-1-00444;Ocupado;U$S;151367;40,3645;47,62;Comprende suelos y mejoras;Se entregará al momento de la compraventa, libre. Actualmente se encuentra arrendado.Colonia Ofir Inm 45 Fr 5;El plazo para el pago, es decir 20 días a contar de la notificación al mejor postor.;No hay;Río Negro-> Rural: 1869
Por Art. 5º;NO;04/04/2022;Colonia Baltasar Brum Inm376 Fr 22A;Compraventa;;;2022-70-1-00437;Libre;U$S;680000;119,712;132,88;Comprende suelos y mejoras, existen solo corrales;Se entregará conjuntamente con la escritura de compraventa, libre;Contado en una sola partida conjuntamente con la escritura de compraventa;U$S 20.000;Paysandú-> Rural: 10187
Por Art. 35º;NO;04/04/2022;;Compraventa;;;2022-70-1-00438;Libre;U$S;5000000;1958,4439;1486,0163;Comprende suelos y mejoras;Se entregara libres conjuntamente con la escritura de compraventa.;Contado al momento de la escritura de compraventa;U$S 500.000;Paysandú-> Rural: 2705-7099-1771-809
Por Art. 35º;NO;30/03/2022;;Compraventa;Compraventa;;2022-70-1-00408;Libre;U$S;1529540;764,77;550;Suelos y mejoras.;Al momento de otorgarse la compraventa libre de ocupantes a cualquier título y en su actual estado de conservación.;Al contado en una sola partida al momento de otorgar la escritura de compraventa de acuerdo al boleto de reserva.;U$S 153000;Cerro Largo-> Rural: 4119
Por Art. 35º;NO;30/03/2022;;Compraventa;;;2022-70-1-00411;Ocupado;U$S;2534437;402,2916;535;Comprende suelos y mejoras;Se entregarán el 31/05/2022 libres. Existe un medianero sin contrato hasta el 31/05/2022 o hasta que finalice la cosecha;En una sola partida con la escritura de compraventa;U$S 50.000;Río Negro-> Rural: 6768-6767
Por Art. 35º;NO;30/03/2022;;Compraventa;;;2022-70-1-00410;Libre;U$S;869400;413,98;335,3238;Comprende suelos y mejoras;Se entregará libre conjuntamente con la escritura;Contado con la escritura;U$S 300.000;Artigas-> Rural: 8041
Por Art. 35º;NO;29/03/2022;;Compraventa;Compraventa;;2022-70-1-00390;Ocupado;U$S;2227495;500,5607;505;Suelos y mejoras;Arrendado;Al contado simultáneamente con el otorgamiento de la escritura de compraventa;U$S 222.750,00;San José-> Rural: 1694
Por Art. 35º;NO;28/03/2022;;Compraventa;;;2022-70-1-00376;Libre;U$S;1962750;327,1272;317,2315;Comprende suelos y mejoras;Se entregará libres conjuntamente con la escritura de compraventa;a) U$S 1.517.750 correspondientes a los padrones de San José conjuntamente con la escritura de compraveta, b) U$S 445.000 correspondientes a los padrones de Colonia se abonarán de la siguiente forma i) U$S 200.000 con el compromiso del compraventa ii) U$S 245.000 conjuntamente con la escritura definitiva. No generará interés compensatorio;U$S 196.275;Colonia-> Rural: 16441-7567 San José-> Rural: 12535-13926-593-817-869-13939
Por Art. 35º;NO;28/03/2022;;Enajenación forzosa;;;2022-70-1-00393;Libre;U$S;802501;118,148;267,86;comprende suelos y mejoras;Se entregará al momento de la compraventa, libre;Contado el plazo para el pago es de 20 días a contar de la notificación de mejor postor;No hay;Río Negro-> Rural: 3337
Por Art. 35º;NO;25/03/2022;;Compraventa;;;2022-70-1-00372;Libre;U$S;8622127;1379,5403;1823,8868;Comprende suelos y mejoras;Se entregará el día de la compraventa, libres. Quedando la cosecha por levantar;Contado conjuntamente con la escritura de compraventa;U$S 862.212;Soriano-> Rural: 10165-10166
Por Art. 35º;NO;25/03/2022;;Compraventa;;;2022-70-1-00370;Ocupado;U$S;2632392;993,599;599,2752;Comprende suelos y mejoras;Se encuentran arrendadas, al momento de otorgarse la compraventa se entregarán libres de ocupantes, procediéndose a otorgar las respectivas rescisiones de arrendamientos. Se otorgará al vendedor al momento de la compraventa pastoreo por 9 meses.;Contado en una sola partida conjuntamente con la escritura de compraventa;U$S 263.239;Florida-> Rural: 12013-12011-12012 Lavalleja-> Rural: 9299
Por Art. 35º;NO;23/03/2022;;Compraventa;;;2022-70-1-00348;Ocupado;U$S;1977266;145,5606;321,6889;Comprende suelos y mejoras;Se entregará conjuntamente con la escritura de compraventa, arrendado por un plazo de 5 años;Contado con la escritura de compraventa;No hay;San José-> Rural: 19656
Por Art. 35º;NO;23/03/2022;;Compraventa;;;2022-70-1-00350;Ocupado;U$S;1177196;155,2969;290,4052;Comprende suelos y mejoras;Se entregará conjuntamente con la escritura de compraventa, arrendada por un plazo de 5 años;Contado conjuntamente con la escritura de compraventa;No hay;San José-> Rural: 19658
Por Art. 35º;NO;23/03/2022;;Compraventa;;;2022-70-1-00351;Ocupado;U$S;2700000;449,4863;432,3726;Comprende suelos y mejoras;Se entregarán al momento de la compraventa. Se encuentran arrendados con contrato no inscripto por un plazo de 5 años a contar del 17/06/2018;U$S 1.400.000 al momento de la promesa de compraventa y el saldo restante U$S 1.300.000 con la escritura de compraventa;U$S 270.000;Canelones-> Rural: 5904-9836-5990-20337-23173-37222-15426-52462
Por Art. 35º;NO;16/03/2022;;Compraventa;;;2022-70-1-00312;Ocupado;U$S;1022744;196,6874;313,854;Comprende suelos y mejoras;Todos los bienes se encuentran arrendados por un plazo de 2 años a contar del 01/07/2021;I) U$S 715.921 Con el compromiso de compraventa dentro del plazo que vence el 01/06/2022 II) U$S 306.823 conjuntamente con la escritura de compraventa;U$S 102.274;Canelones-> Rural: 1719-16539-1727-60049-1747-16536-1722-1728-1724
Por Art. 35º;NO;15/03/2022;;Donación;;;2022-70-1-00303;Ocupado;U$S;628642;2495,8;1104;Se desconoce;El donante se reserva el usufructo de por vida;Se calcula que 1/3 parte indivisa esquivale a U$S 628.642, sindo U$S 750 el precio por hectárea;No hay;Tacuarembó-> Rural: 14862-14865-14863-14866-14864
Por Art. 35º;NO;14/03/2022;;Compraventa;;;2022-70-1-00290;Ocupado;U$S;3766893;738,6065;1068,9074;Comprende el suelo sin mejoras;Se entregará al momento de la escritura arrendados hasta el 30/06/2022;Contado en una sola partida conjuntamente con la compraventa;U$S 376.000;Durazno-> Rural: 9293-9292-9491-396
Por Art. 35º;NO;11/03/2022;;Compraventa;;;2022-70-1-00278;Ocupado;U$S;910000;247,7259;191,5379;Comprende suelos y mejoras;Se entregará conjuntamente con la compraventa, se encuentran arrendados pero se estableció rescindir dicho contrato antes de la compraventa;Contado con la compraventa;U$S 91.000;Canelones-> Rural: 39146-19290
Por Art. 35º;NO;11/03/2022;;Compraventa;;;2022-70-1-00276;Ocupado;U$S;1000000;434,4729;433,74;Comprende suelos y mejoras;Se entregarán libres dentro del plazo de 4 años;Contado en una sola partida;No hay;Paysandú-> Rural: 2012-2026-98-100-1367-2013-12807-2027-99-2997-1625
Por Art. 35º;NO;11/03/2022;;Compraventa;;;2022-70-1-00280;Ocupado;U$S;3975000;1972,7532;1361,1997;Suelos y mejoras;Se entregará conjuntamente con el compromiso de compraventa arrendados hasta el 30/04/2022;1) U$S 993.750 con el compromiso de compraventa2) U$S 993.750 el 30/04/20233) U$S 993.750dentro del plazo máximo que vence el 30/04/20244) U$S 993.750 conjuntamente con la escritura de compraventa;U$S 397.500;Cerro Largo-> Rural: 17475-17474
Por Art. 35º;NO;10/03/2022;;Compraventa;;;2022-70-1-00271;Libre;U$S;697816;268,391;268,391;Comprende suelos y mejoras;Se entregará libre conjuntamente con la firma de la escritura de compraventa;1) U$S 276.170 con la promesa de compraventa 2) saldo: a) U$S 145.476 en un plazo de 8 meses a contar de la promesa b) U$S 276.170 en un plazo máximo de 16 meses a contar de la promesa conjuntamente con la escritura definitiva generando un interés de 1% anual;U$S 110.000;Florida-> Rural: 19829
Por Art. 35º;NO;08/03/2022;;Liquidación de sociedad;;;2022-70-1-00255;Ocupado;U$S;1803239;3756,747;2465,8782;Comprende suelos y mejoras;Se encuentran arrandados por un plazo de 5 años a contar del 01/07/2021;Se trata de una liquidación y adjudicación a sus socios de la nuda propiedad. U$S 480 la há corresponde a la nuda propiedad;No hay;Salto-> Rural: 13118-13117
Por Art. 35º;NO;25/02/2022;;Compraventa;;;2021-70-1-01603;Libre;U$S;8326567;1892,4014;1969,1246;Comprende suelos y mejoras;Se entregará libre de ocupantes simultáneamente con la promesa de compraventa;Contado en una sola partida simultáneamente con la escritura de compraventa.El precio por la tierra es de U$S 8.326.567, por hectárea U$S 4.400- Por la maquinaria U$S 473.100.;U$S 880.000;Florida-> Rural: 3341-18643-3338-10957-851-9589-18645-8649-3340-11866-3337-9940-850-9588
Por Art. 35º;NO;24/02/2022;;Compraventa;;;2022-70-1-00215;Ocupado;U$S;15796107;1999,5072;2606,7128;Comprende suelos y mejoras;Se entrega?a conjuntamente con la escritura de compraventa. Arrendados, 727,11 hás del padrón 49 y 674,89 hás del padron 7100, contrato vigente hasta el 31/05/2024.-ñ;Contado conjuntamente con la escritura de compraventa;U$S 1.500.000;Paysandú-> Rural: 7100-49
Por Art. 35º;NO;23/02/2022;;Compraventa;;;2022-70-1-00204;Parcialmente ocupado;U$S;16630854;1714,52;2579,9238;Comprende suelos y mejoras;Se entregará conjuntamente con la escritura de compraventa. 130 hás que comprenden el casco principal y sus instalaciones serán dadas al momento de la escritura en usufructo gratuito por 10 años;Contado simultáneamente con la escritura de compraventa;U$S 2.494.628;Soriano-> Rural: 228-6884-232-12305-10151-233-231
Por Art. 35º;NO;22/02/2022;;Compraventa;;;2022-70-1-00198;Libre;U$S;1040138;260,0344;275,3082;Comprende suelos y mejoras;Se entregarán libres al momento de la escritura de compraventa;Contado al momento de la escritua de compraventa;U$S 100.000;Florida-> Rural: 13804-13803
Por Art. 5º;NO;18/02/2022;COL.GALLINAL-INM.94-FRAC.74A-PADRON 9525;Compraventa;Compraventa;;2022-70-1-00190;Ocupado;U$S;12500;4,9223;4,9715;Suelos y mejoras-Mitad indivisa de vivienda construída pòr MEVIR;Ocupada  por el promitente comprador;U$S. 11.000 simultáneamente con la escritura de compraventa, el saldo o sea la suma de U$S 1500 en siete cuotas mensuales y consecutivas y la última cuota de U$S 300, venciendo la primera a los 30 días contados desde el otorgamiento de la compraventa proyectada.;U$S 1250;Florida-> Rural: 9525
Por Art. 35º;NO;18/02/2022;;Compraventa;Compraventa;;2022-70-1-00194;Libre;U$S;4502680;1125,6693;1153,593;Suelos y Mejoras;Libre;En una sola partida que se abonará el 30/05/2022;U$S 450.000;Florida-> Rural: 2355-6447-18692-14830-2309-2499-2494
Por Art. 35º;NO;16/02/2022;;Compraventa;Compraventa;;2022-70-1-00176;Libre;U$S;10000000;2214,9315;2228,9731;Suelos y Mejoras;Libre;Al contado en una sola partida conjuntamente con el otorgamiento de la compraventa de los padrones. Asimismo, las partes acordaron que el reservante comprador tiene la opción de abonar el precio de la siguiente manera:a) con la suma de U$S 8.000.000 simultaneamente  con la compraventa del Padrón 19297 y la compraventa con hipoteca a favor del vendedor, garantizado el saldo del precio mas el interés compensatorio del ;U$S 1.000.000;Lavalleja-> Rural: 16205-19297
Por Art. 35º;NO;04/02/2022;;Compraventa;;;2021-70-1-01639;Libre;U$S;5727205;1347,5776;1443,1941;Comprende suelos y mejoras;Se entregarán libresSe vende 96,95% partes indivisas de los padrones 13614 13615 13616 965 19828 19823;Contado en una sola partida con la escritura de compraventa. La venta de los bienes muebles y maquinaria ascenderá a U$S 336.940;U$S 606.492;Florida-> Rural: 14556-9973-12637-972-19823-13616-970-15355-14587-14782-5382-11029-19828-965-971-13615-18985-18981-18050
Por Art. 35º;NO;04/02/2022;;Compraventa;;;2021-70-1-01715;Libre;U$S;5894078;1386,8419;1615,425;Comprende suelos y mejoras;Se entregarán libres, simultáneamente con la escritura de compraventa.;90% del precio conjuntamente con la promesa de compraventa y el saldo al momento de la escritura;U$S 634.000;Florida-> Rural: 19828-16838-13879-9616-13613-6666-19827-18612-14993-10016-7403-7247-18982
Por Art. 35º;NO;03/02/2022;;Compraventa;Compraventa;;2022-70-1-00115;Libre;U$S;572697;88,5448;118,691;Suelos y Mejoras;Libre;'a) Con la suma  de U$S 171.809 al momento del otorgamiento de la promesa de compraventa y entrega de la posesión;b) El saldo  U$S 400.888 simultaneamente con la escritura de compraventa.';U$S 57.269;Canelones-> Rural: 34393-59970-32143-17623
Por Art. 35º;NO;03/02/2022;;Compraventa;;;2022-70-1-00161;Parcialmente ocupado;U$S;10596398;1552,5859;2018,3259;Comprede suelos y mejoras;450 hás se entregarán libres una vez finalizada la cosecha de verano dentro del plazo máximo que vence el 31/05/2022. Si a esa fecha no se hubiera podido levantar la cosecha, se otorgará comodato por un plazo máximo que vencerá el 30/07/2022. 1118 hás destinadas a tambi se entregarán dentro del plazo que vence el 31/05/2022.;a) U$S 6.357839 (60%) dentro del plazo de 3 meses a contar del 24/01/2022 con el compromiso de compraventa, b) U$S 4.238.559 (40%) simultáneamente con la escritura de compraventa.;U$S 1.070.526;San José-> Rural: 4636-18146-6607-3129-5061-3130-6838-18145-5114-3074-5062
Por Art. 5º;NO;01/02/2022;COLONIA AGRACIADA-INM.9 P-FRAC.Nº 132C-PADRON 4249;Compraventa;Compraventa;;2022-70-1-00101;Ocupado;U$S;180000;19,182;28,1976;Suelos y mejoras;Ocupado;'a) Con la  entrega de U$S 30.000 al momento de otorgarse el compromiso de compraventa; b) Con la entrega de U$S 50.000 mas intereses compensatorios que equivalen a U$S 12.000 el 30/8/2022; c) Con la suma de U$S 50.000 mas intereses equivalentes (U$S 8.000) el 30/08/2023 y d)  Con la suma de U$S 50.000 mas inteses compensatorios (U$S 4.000) el 30/8/2024.';U$S 75.000;Soriano-> Rural: 4249
Por Art. 35º;NO;24/01/2022;;Compraventa;;;2022-70-1-00066;Libre;U$S;3100000;576,0354;575,5556;Comprende suelos y mejoras;Se entregará libres conjuntamente con la escritura de compraventa;Contado conjuntamente con la escritura de compraventa;U$S 320.000;San José-> Rural: 18698-19519-19520
Por Art. 35º;NO;24/01/2022;;Compraventa;;;2022-70-1-00068;Libre;U$S;5729318;1018,6232;1184,1402;Comprende suelos y mejoras; Se entregarán conjuntamente con la escritura de compraventa. Existe contratos de comodato por 15 años a contar del 01/07/2007 renovable por 5 años más.;a) U$S 597.932 se depositó el 28/12/2021, b) U$S 5.156.386 al momento de la compraventa;U$S 597.932;Río Negro-> Rural: 5092-2071-1418-2134-2330
Directo;NO;17/01/2022;;Compraventa;;;2022-70-1-00035;Libre;U$S;531155;139,7776;89,1313;Alambrados en buen estado, tajamares, aguadas naturales, praderas, montes de eucaliptus etc;;;;Canelones-> Rural: 55982-59682-55983
Por Art. 35º;NO;13/01/2022;;Compraventa;;;2022-70-1-00034;Libre;U$S;14590491;1568,87;3200,4948;Comprende suelos y mejoras;Se entregará conjuntamente con la escritura de compraventa. Libre;Contado al momento de la firma de la escritura de compraventa;U$S 1.459.049;Río Negro-> Rural: 6300
Por Art. 35º;NO;13/01/2022;;Compraventa;;;2022-70-1-00031;Ocupado;U$S;1059368;258,3825;279,0531;Comprende suelos y mejoras, no incluye somovientes, útiles, herramientas ni bienes de ningún tipo;Se encuentra arrendado al futuro comprador por un plazo de 3 años a contar del 29/08/2019 y se entregará libre de ocupantes. Se cancelará la hipoteca simultáneamente con la compra.;Contado con el otorgamiento de la compraventa;U$S 100.000;Florida-> Rural: 4824
Directo;NO;11/01/2022;;Compraventa;;;2022-70-1-00021;Ocupado;U$S;255000;67,329;80,1215;2 casas construcción de material y techo liviano, 2 tajamares, galpón a reparar, árboles frutales etc;El campo se encuentra arrendado, sin contrato;Contado o en 2 cuotas, la mitad al entregar y la otra a los 12 meses.;No hay;Durazno-> Rural: 9841
Por Art. 35º;NO;30/12/2021;;Compraventa;;;2021-70-1-02051;Ocupado;U$S;2314376;462,0875;519,6;Comprende suelos y mejoras;Se entregarán conjuntamente con la escritura de compraventa. Arrendados;Contado conjuntamente con la escritura de compraventa;U$S 231.437;Florida-> Rural: 6032-667
Por Art. 35º;NO;28/12/2021;;Compraventa;;;2021-70-1-02021;Ocupado;U$S;7000000;2395,8155;1799,9593;Comprende suelos y mejoras;Se entregarán libres conjuntamente con la firma de la escritura de compraventa. El contrato de arrendamiento y la hipoteca ya fueron cancelados, sin perjuicio de que la posesión de lon Inmuebles arrendados aún no ha sido devuelta;a) U$S 700.000 que se abonará con el otorgamiento de una promesa de compraventa b) U$S 6.300.000 simultáneamente con la escritura de compraventa;U$S 700.000;Tacuarembó-> Rural: 654-663-9948-9947
Por Art. 5º;NO;28/12/2021;Colonia Larrañaga Inm 13 Fr 58b - 59 - 13b - 58 - 13c;Compraventa;;;2021-70-1-02023;Libre;U$S;850000;128,6402;176,566;Suelos y mejoras;Se entregarán libres, al momento del otorgamiento de la escritura de compraventa;Contado al momento de la compraventa;U$S 85.000;Soriano-> Rural: 7651-8732-4323-8420-8777
Por Art. 35º;NO;27/12/2021;;Compraventa;;;2021-70-1-02016;Ocupado;U$S;5800000;1032,8036;1388,372;Comprende suelos y mejoras;Se encuentran arrendados a favor del promitente comprador. En caso de hacer uso de la opción de compra el INC se continuará con el arrendamiento, siendo la fecha de entrega el 23/03/2022;Del precio referido, U$S 300.000 el promitente comprador la documentará y garantizará en forma separada, la que pagará en cuotas semestrales.;U$S 600.000;San José-> Rural: 4039-1671-4207-1766-1587-18991-4715-4036-1588-12046
Por Art. 35º;NO;27/12/2021;;Compraventa;;;2021-70-1-02018;Libre;U$S;1733497;495,2849;656,2846;Suelos y mejoras;Se entregará libres el 30/04/2022;a) U$S 577.832 se abonó conjuntamente con la promesa b) U$S 288.916 el 30/04/2022 c) U$S 288.916 el 24/09/2022 d) saldo U$S 577.833,15 en un plazo mñaximo de 2 años a contar de la promesa;U$S 866.748;Salto-> Rural: 1230-1449-1444
